"movieId","title","genres","rating","popularity"
1,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",3.89480173441017,60424
2,"Jumanji (1995)","Adventure|Children|Fantasy",3.22108559498956,23950
3,"Grumpier Old Men (1995)","Comedy|Romance",3.18009432108469,15267
4,"Waiting to Exhale (1995)","Comedy|Drama|Romance",2.87972742759796,2935
5,"Father of the Bride Part II (1995)","Comedy",3.08081115850768,14769
6,"Heat (1995)","Action|Crime|Thriller",3.83653593050803,26593
7,"Sabrina (1995)","Comedy|Romance",3.37336656338408,14846
8,"Tom and Huck (1995)","Adventure|Children",3.13966101694915,1475
9,"Sudden Death (1995)","Action",3.01524601524602,4329
10,"GoldenEye (1995)","Action|Adventure|Thriller",3.43688809516216,31357
11,"American President, The (1995)","Comedy|Drama|Romance",3.66412433820831,19077
12,"Dracula: Dead and Loving It (1995)","Comedy|Horror",2.67086414048059,4328
13,"Balto (1995)","Adventure|Animation|Children",3.29763349514563,1648
14,"Nixon (1995)","Drama",3.43133333333333,6750
15,"Cutthroat Island (1995)","Action|Adventure|Romance",2.72827882391807,3027
16,"Casino (1995)","Crime|Drama",3.78511264985531,19352
17,"Sense and Sensibility (1995)","Drama|Romance",3.95750021091707,23706
18,"Four Rooms (1995)","Comedy",3.40200657325722,5781
19,"Ace Ventura: When Nature Calls (1995)","Comedy",2.62263408663723,22877
20,"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",2.89926942661058,4517
21,"Get Shorty (1995)","Comedy|Crime|Thriller",3.57724434191162,25141
22,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",3.30221956161356,10858
23,"Assassins (1995)","Action|Crime|Thriller",3.16123813632442,4636
24,"Powder (1995)","Drama|Sci-Fi",3.18342269883825,8952
25,"Leaving Las Vegas (1995)","Drama|Romance",3.67187306565427,24233
26,"Othello (1995)","Drama",3.6200067136623,2979
27,"Now and Then (1995)","Children|Drama",3.42249580302182,1787
28,"Persuasion (1995)","Drama|Romance",4.04829034193161,3334
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",3.92342809711558,9638
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Crime|Drama",3.64668652271035,1343
31,"Dangerous Minds (1995)","Drama",3.24253863918991,11258
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",3.88652242953553,50380
34,"Babe (1995)","Children|Drama",3.6377692534671,33890
35,"Carrington (1995)","Drama|Romance",3.50740025740026,1554
36,"Dead Man Walking (1995)","Crime|Drama",3.9389139300279,23295
38,"It Takes Two (1995)","Children|Comedy",2.87619808306709,626
39,"Clueless (1995)","Comedy|Romance",3.41218249889884,27244
40,"Cry, the Beloved Country (1995)","Drama",3.65635005336179,937
41,"Richard III (1995)","Drama|War",3.85323383084577,5025
42,"Dead Presidents (1995)","Action|Crime|Drama",3.05296194586112,2549
43,"Restoration (1995)","Drama",3.47167300380228,2630
44,"Mortal Kombat (1995)","Action|Adventure|Fantasy",2.62409383399853,12277
45,"To Die For (1995)","Comedy|Drama|Thriller",3.37481497145274,9458
46,"How to Make an American Quilt (1995)","Drama|Romance",3.27263094156827,3303
47,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",4.06272307369305,47630
48,"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",2.93994943109987,15029
49,"When Night Is Falling (1995)","Drama|Romance",3.56719367588933,253
50,"Usual Suspects, The (1995)","Crime|Mystery|Thriller",4.31898674687471,53195
52,"Mighty Aphrodite (1995)","Comedy|Drama|Romance",3.53838630806846,10225
53,"Lamerica (1994)","Adventure|Drama",3.69426751592357,157
54,"Big Green, The (1995)","Children|Comedy",2.86676499508358,1017
55,"Georgia (1995)","Drama",3.23188405797101,966
57,"Home for the Holidays (1995)","Drama",3.32663720369626,2489
58,"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",3.96807869149016,13267
59,"Confessional, The (Confessionnal, Le) (1995)","Drama|Mystery",3.5975,200
60,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",3.07724241186879,7347
61,"Eye for an Eye (1996)","Drama|Thriller",3.33710407239819,2431
62,"Mr. Holland's Opus (1995)","Drama",3.75619249823071,22608
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime",3.1095145631068,2575
64,"Two if by Sea (1996)","Comedy|Romance",2.83984375,2176
65,"Bio-Dome (1996)","Comedy",2.41084102200142,5636
66,"Lawnmower Man 2: Beyond Cyberspace (1996)","Action|Sci-Fi|Thriller",2.16607704402516,2544
67,"Two Bits (1995)","Drama",3.35632183908046,174
68,"French Twist (Gazon maudit) (1995)","Comedy|Romance",3.46127300613497,1304
69,"Friday (1995)","Comedy",3.55190028606457,4894
70,"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",3.28895894533209,13957
71,"Fair Game (1995)","Action",2.36315789473684,1330
72,"Kicking and Screaming (1995)","Comedy|Drama",3.48278560250391,1278
73,"Misérables, Les (1995)","Drama|War",3.80067966903073,3384
74,"Bed of Roses (1996)","Drama|Romance",3.30766161213089,3759
75,"Big Bully (1996)","Comedy|Drama",2.47222222222222,576
76,"Screamers (1995)","Action|Sci-Fi|Thriller",3.01343862565808,3609
77,"Nico Icon (1995)","Documentary",3.43832599118943,227
78,"Crossing Guard, The (1995)","Action|Crime|Drama|Thriller",3.17642405063291,1264
79,"Juror, The (1996)","Drama|Thriller",3.16311659192825,6244
80,"White Balloon, The (Badkonake sefid) (1995)","Children|Drama",3.72849915682968,593
81,"Things to Do in Denver When You're Dead (1995)","Crime|Drama|Romance",3.27557070856804,3373
82,"Antonia's Line (Antonia) (1995)","Comedy|Drama",4.01503898997401,2693
83,"Once Upon a Time... When We Were Colored (1995)","Drama|Romance",3.65422077922078,616
84,"Last Summer in the Hamptons (1995)","Comedy|Drama",3.39759036144578,166
85,"Angels and Insects (1995)","Drama|Romance",3.5402767920511,2818
86,"White Squall (1996)","Action|Adventure|Drama",3.48854120758043,4538
87,"Dunston Checks In (1996)","Children|Comedy",2.39866156787763,1046
88,"Black Sheep (1996)","Comedy",3.12919552477357,5631
89,"Nick of Time (1995)","Action|Thriller",3.13903743315508,3366
90,"Journey of August King, The (1995)","Drama",3.33783783783784,222
92,"Mary Reilly (1996)","Drama|Horror|Thriller",2.85968543046358,2416
93,"Vampire in Brooklyn (1995)","Comedy|Horror|Romance",2.52274904214559,2088
94,"Beautiful Girls (1996)","Comedy|Drama|Romance",3.53114024818544,4271
95,"Broken Arrow (1996)","Action|Adventure|Thriller",3.11908928216345,25145
96,"In the Bleak Midwinter (1995)","Comedy|Drama",3.68836291913215,507
97,"Hate (Haine, La) (1995)","Crime|Drama",3.98839103869654,2455
99,"Heidi Fleiss: Hollywood Madam (1995)","Documentary",3.12089356110381,761
100,"City Hall (1996)","Drama|Thriller",3.2345636819321,4389
101,"Bottle Rocket (1996)","Adventure|Comedy|Crime|Romance",3.78262295081967,4575
102,"Mr. Wrong (1996)","Comedy",2.44306220095694,2090
103,"Unforgettable (1996)","Mystery|Sci-Fi|Thriller",3.27679324894515,1185
104,"Happy Gilmore (1996)","Comedy",3.40963584594635,20019
105,"Bridges of Madison County, The (1995)","Drama|Romance",3.32694234447582,10979
106,"Nobody Loves Me (Keiner liebt mich) (1994)","Comedy|Drama",3.41970802919708,137
107,"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",3.19788366493474,7891
108,"Catwalk (1996)","Documentary",3.03676470588235,136
110,"Braveheart (1995)","Action|Drama|War",4.03395792188291,61267
111,"Taxi Driver (1976)","Crime|Drama|Thriller",4.10059150764031,28402
112,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime",3.40199436705488,13137
113,"Before and After (1996)","Drama|Mystery",3.12631578947368,1140
114,"Margaret's Museum (1995)","Drama",3.61904761904762,252
116,"Anne Frank Remembered (1995)","Documentary",3.92259006815969,1027
117,"Young Poisoner's Handbook, The (1995)","Crime|Drama",3.59062980030722,1302
118,"If Lucy Fell (1996)","Comedy|Romance",3.01499571550985,1167
119,"Steal Big, Steal Little (1995)","Comedy",2.80442804428044,271
120,"Race the Sun (1996)","Adventure|Comedy|Drama",2.89130434782609,161
121,"Boys of St. Vincent, The (1992)","Drama",3.74206815511163,851
122,"Boomerang (1992)","Comedy|Romance",2.86411020104244,4029
123,"Chungking Express (Chung Hing sam lam) (1994)","Drama|Mystery|Romance",3.98586017282011,2546
124,"Star Maker, The (Uomo delle stelle, L') (1995)","Drama",3.496996996997,333
125,"Flirting With Disaster (1996)","Comedy",3.75450762829404,3605
126,"NeverEnding Story III, The (1994)","Adventure|Children|Fantasy",2.34489795918367,1470
129,"Pie in the Sky (1996)","Comedy|Romance",3.17,200
131,"Frankie Starlight (1995)","Drama|Romance",3.30555555555556,198
132,"Jade (1995)","Thriller",2.77232965009208,2172
135,"Down Periscope (1996)","Comedy",2.99794347883773,7537
